1948,1014.139,1014.491,1014.25,1013.281,1013.864,1015.596,1014.829,1013.662,1013.331,1013.028,1012.836,1014.172
1949,1014.188,1015.205,1013.992,1014.796,1014.303,1015.122,1014.921,1013.57,1013.502,1013.032,1012.344,1012.041
1950,1014.088,1014.542,1014.833,1013.377,1013.773,1014.766,1015.099,1012.898,1013.328,1012.484,1011.186,1012.534
1951,1014.118,1014.358,1013.244,1013.763,1014.206,1014.77,1014.682,1013.438,1012.828,1012.224,1012.641,1014.342
1952,1014.717,1013.912,1013.873,1014.18,1014.498,1015.147,1014.923,1013.615,1012.523,1012.839,1011.889,1013.187
1953,1014.714,1014.711,1014.494,1014.066,1014.142,1015.133,1015.015,1014.15,1012.829,1012.656,1012.947,1013.41
1954,1014.604,1014.737,1014.61,1014.641,1013.797,1014.821,1014.211,1013.38,1013.41,1012.843,1012.476,1013.02
1955,1014.37,1014.09,1014.082,1013.546,1014.421,1014.602,1014,1012.673,1012.07,1012.049,1012.03,1013.123
1956,1012.84,1013.825,1014.547,1013.863,1014.269,1015.207,1015.387,1014.334,1012.835,1012.758,1012.077,1013.67
1957,1016.214,1015.065,1014.545,1014.868,1014.744,1015.481,1014.58,1013.878,1012.766,1012.594,1012.91,1014.027
1958,1013.363,1014.826,1013.463,1013.529,1013.42,1014.633,1014.769,1013.077,1013,1012.983,1012.852,1013.977
1959,1014.752,1016.157,1015.665,1014.165,1014.641,1015.449,1015.45,1013.808,1013.274,1013.484,1012.95,1013.692
1960,1015.106,1014.516,1015.109,1014.17,1014.186,1015.089,1014.574,1014.147,1013.29,1013.279,1013.445,1013.95
1961,1015.102,1015.961,1014.415,1014.339,1015.433,1015.45,1014.612,1014.272,1012.886,1012.671,1012.594,1014.335
1962,1015.671,1015.21,1014.208,1014.591,1014.381,1015.122,1015.425,1014.081,1013.899,1013.354,1012.758,1013.824
1963,1014.313,1014.776,1015.34,1013.73,1014.546,1015.607,1014.427,1013.522,1012.968,1012.907,1013.217,1014.781
1964,1015.175,1014.033,1015.102,1014.889,1014.856,1014.554,1014.365,1013.785,1013.626,1013.486,1013.468,1013.063
1965,1014.575,1014.531,1015.688,1014.553,1014.494,1016.158,1015.301,1013.909,1013.289,1013.17,1012.976,1013.897
1966,1014.322,1015.211,1013.879,1014.317,1014.606,1014.684,1014.671,1013.996,1013.687,1012.643,1011.843,1012.535
1967,1014.733,1015.397,1014.632,1014.57,1015.514,1015.085,1015.384,1014.786,1013.658,1013.653,1012.826,1014.734
1968,1014.96,1014.63,1015.294,1014.313,1015.154,1015.731,1015.934,1015.122,1013.933,1013.453,1013.489,1014.226
1969,1012.914,1012.673,1013.782,1013.806,1013.968,1014.634,1015.118,1013.485,1012.909,1012.316,1012.521,1013.35
1970,1015.277,1014.435,1014.117,1014.626,1014.275,1015.714,1015.248,1013.528,1013.25,1012.377,1012.461,1013.563
1971,1014.539,1014.332,1014.387,1014.51,1014.965,1015.918,1015.13,1014.148,1013.766,1013.666,1013.273,1013.896
1972,1014.631,1015.28,1014.176,1014.483,1014.315,1015.16,1015.547,1014.19,1013.991,1013.138,1013.51,1014.722
1973,1015.953,1015.476,1014.861,1014.183,1015.23,1014.965,1015.144,1014.223,1014.263,1012.591,1013.56,1014.229
1974,1015.415,1014.543,1015.163,1015.544,1015.421,1015.032,1015.542,1014.293,1013.577,1013.538,1013.122,1014.235
1975,1015.112,1016.004,1015.375,1014.78,1014.794,1015.848,1014.727,1014.486,1013.621,1013.469,1013.346,1012.903
1976,1014.81,1015.654,1015.003,1014.621,1015.78,1015.68,1016.647,1014.94,1014.045,1012.395,1013.34,1014.056
1977,1014.803,1015.981,1014.88,1014.486,1014.722,1015.756,1015.386,1014.48,1014.329,1014.001,1013.293,1014.73
1978,1016.006,1014.757,1015.352,1013.951,1014.626,1015.944,1014.767,1015.197,1013.864,1013.248,1013.649,1015.029
1979,1014.178,1015.363,1014.649,1014.324,1014.177,1015.241,1016.202,1013.891,1013.438,1013.144,1012.523,1014.26
1980,1014.986,1015.111,1015.099,1014.235,1014.986,1015.984,1015.233,1014.56,1013.812,1014.171,1013.948,1013.89
