1948,0.382,-0.158,-0.082,0.062,0.879,0.809,0.603,0.514,1.102,1.151,1.084,0.474
1949,-0.31,-0.422,-0.561,-0.258,-0.023,0.171,-0.051,0.027,0.643,0.786,0.489,0
1950,-0.779,-0.065,-0.659,-0.627,-0.105,-0.236,-0.26,0.083,0.741,1.103,0.656,0.062
1951,-0.578,-0.467,-0.756,-0.181,0.19,0.382,0.278,0.402,0.514,0.406,0.265,-0.501
1952,-0.956,-0.856,-0.728,-0.308,-0.234,0.264,0.202,-0.137,0.293,0.563,0.361,-0.033
1953,-0.248,-0.863,-0.75,-0.475,0.061,0.36,0.186,0.223,0.757,0.638,0.52,-0.552
1954,-0.753,-0.514,-0.705,-0.252,0.194,0.292,0.071,-0.067,0.64,0.705,0.33,-0.103
1955,-0.116,-0.509,-1.085,-0.462,0.066,0.182,0.056,0.174,0.265,0.738,0.094,-0.1
1956,-0.332,-0.767,-0.662,-0.73,-0.056,0.392,-0.103,-0.103,0.388,0.654,0.473,-0.269
1957,-0.789,0.022,-0.414,-0.559,-0.05,0.635,-0.016,-0.095,0.242,0.216,-0.151,-0.053
1958,-0.107,-0.207,-0.016,-0.34,0.742,0.74,0.136,0.112,0.408,0.714,-0.114,0.061
1959,-0.531,-1.05,-0.746,-0.492,-0.309,0.26,-0.017,-0.327,-0.004,0.603,0.149,0.269
1960,-0.312,-0.402,-0.867,-0.546,0.004,0.259,-0.035,0.058,0.241,0.475,0.213,-0.613
1961,-0.409,-0.831,-0.816,-0.594,-0.484,-0.103,-0.309,-0.162,0.144,0.81,0.094,-0.329
1962,-0.837,-0.748,-0.531,-0.593,-0.208,0.022,-0.026,-0.05,0.282,0.445,-0.059,-0.33
1963,-0.788,-0.804,-0.604,-0.802,-0.027,0.197,-0.166,-0.242,0.254,0.82,0.512,-0.118
1964,-0.658,-0.439,-0.896,-0.612,0.178,0.282,0.011,-0.104,0.438,0.85,0.621,-0.422
1965,-0.41,-0.604,-0.561,-0.681,0.12,0.422,0.226,0.096,0.579,0.545,0.802,0.566
1966,0.373,-0.15,-0.561,-0.473,0.221,0.511,0.408,-0.034,0.305,0.853,0.677,-0.064
1967,-0.263,-0.85,-0.688,-0.899,-0.263,0.469,0.07,0.175,0.566,0.905,0.27,0.031
1968,-0.455,-0.464,-1.03,-0.643,0.107,0.471,0.116,0.132,0.895,1.147,0.153,-0.137
1969,0.08,-0.069,-0.216,0.195,0.777,0.94,0.37,0.494,0.812,0.952,0.982,0.331
1970,0.173,-0.441,-0.399,-0.202,0.242,0.504,0.318,0.297,0.439,0.955,0.474,0.086
1971,-0.034,-0.611,-0.86,-0.263,0.028,0.119,0.377,0.254,0.674,1.135,0.426,-0.035
1972,-0.07,-0.44,0.053,-0.217,0.605,0.945,0.458,0.212,0.739,0.775,0.339,0.212
1973,0.108,-0.49,-0.218,-0.461,-0.122,0.172,-0.004,0.344,0.637,0.959,0.353,-0.261
1974,-0.521,-0.658,-1.07,-0.836,0.018,-0.007,-0.253,-0.009,0.569,0.629,0.511,-0.475
1975,-0.362,-0.87,-0.543,-0.808,-0.142,0.244,0.055,0.104,0.508,0.83,0.664,-0.125
1976,-0.836,-0.824,-0.883,-0.198,0.024,0.824,0.437,0.385,0.64,0.904,0.665,0.359
1977,-0.086,0.018,0.021,-0.322,0.494,0.32,0.115,0.327,0.573,0.97,0.868,0.384
1978,0.066,0,-0.182,-0.066,0.301,0.245,-0.068,0.319,0.697,0.9,1.027,0.154
1979,-0.589,-0.188,-0.4,0.178,0.393,0.79,0.3,0.081,0.949,1.059,0.601,0.33
1980,-0.317,-0.643,-0.537,-0.208,0.356,0.46,0.134,0.31,0.742,0.807,0.376,0.199
1981,-0.055,-0.12,-0.135,-0.362,0.551,0.518,0.142,0.551,0.736,0.994,0.806,0.636
1982,-0.28,-0.418,-0.529,-0.197,0.844,0.9,0.453,0.224,1.036,1.011,1.005,0.689
1983,0.906,0.721,0.646,0.266,0.637,0.961,0.458,0.399,0.637,0.986,0.809,0.074
1984,-0.135,0.044,-0.83,-0.312,-0.304,0.265,0.167,0.339,0.594,0.715,0.675,-0.227
1985,-0.998,-0.677,-0.665,-0.385,0.15,0.367,0.085,0.224,0.513,1.119,0.781,-0.288
1986,0.195,-0.478,-0.255,-0.094,0.832,0.499,0.234,0.355,0.447,0.879,0.735,0.293
1987,0.299,0.485,0.32,0.633,0.48,0.674,0.312,0.249,0.474,1.1,0.731,0.134
1988,-0.52,-0.323,-0.803,-0.671,0.064,0.247,-0.151,0.187,0.532,0.87,0.357,-0.436
1989,-0.211,-0.597,-0.656,-0.389,0.113,0.156,0.234,0.134,0.737,0.46,0.42,-0.425
1990,-0.139,-0.417,-0.115,-0.455,-0.025,0.292,0.081,0.266,0.446,1.057,0.631,-0.101
1991,-0.428,-0.387,-0.463,-0.428,-0.03,0.532,0.048,0.19,0.813,0.96,0.715,0.018
